A03b	B05	C7b	CAG29	GpCAG133	D05	D101	Gmm8	GpB20b	GpC10	Pgp28		
GOR_14_025	13	134	211	133	157	203	109	173	130	115	161	111
GOR_14_035	13	142	209	121	157	188	106	164	130	115	161	129
GOR_14_035	13	162	211	124	157	194	106	167	130	115	164	129
GOR_14_036	13	120	211	121	157	191	103	173	130	129	161	109
GOR_14_036	13	130	211	121	157	194	106	173	130	145	173	111
GOR_14_039	13	130	211	121	157	194	97	167	130	139	158	111
GOR_14_039	13	154	211	133	157	200	106	173	130	145	167	111
GOR_14_057	13	136	209	121	157	194	109	173	126	109	158	121
GOR_14_057	13	144	211	127	163	203	109	173	130	143	161	123
GOR_14_058	13	118	209	133	157	191	106	173	122	115	158	109
GOR_14_058	13	130	211	133	163	200	109	173	130	139	167	109
GOR_14_121	13	130	209	121	157	194	106	167	122	127	158	109
GOR_14_121	13	130	211	127	163	203	106	173	130	141	164	111
GOR_14_135	13	122	209	121	157	203	103	173	126	129	164	109
GOR_14_135	13	142	211	133	160	203	109	173	130	147	173	109
GOR_14_166	13	130	209	121	157	191	109	173	126	115	161	109
GOR_14_166	13	130	209	127	157	203	109	173	126	123	164	109
GOR_14_225	13	130	209	121	157	200	109	173	126	115	164	123
GOR_14_225	13	154	211	133	157	203	109	173	130	115	167	123
GOR_14_226	13	118	209	127	157	203	106	173	126	115	164	109
GOR_14_226	13	130	209	133	157	203	106	173	130	141	173	111
GOR_14_234	13	130	209	121	157	191	103	167	126	115	158	111
GOR_14_234	13	134	211	142	157	191	109	173	128	125	167	131
GOR_14_235	13	130	207	130	157	191	103	167	130	115	161	111
GOR_14_235	13	134	211	142	157	194	109	173	130	129	164	111
OKS_14_092	14	128	209	121	163	191	109	167	126	115	161	123
OKS_14_092	14	134	211	133	163	194	109	173	126	137	161	129
OKS_14_093	14	130	211	121	157	194	97	167	130	127	158	111
OKS_14_093	14	130	211	133	157	194	106	173	130	145	164	125
OKS_14_094	14	130	209	121	157	191	106	173	130	115	161	123
OKS_14_094	14	130	211	133	157	194	109	173	130	115	173	123
OKS_14_095	14	130	209	133	157	194	106	173	122	115	164	109
OKS_14_095	14	142	209	145	160	200	109	173	122	115	167	121
OKS_14_096	14	120	209	124	157	191	103	173	126	115	161	109
OKS_14_096	14	142	209	133	157	194	109	173	130	115	167	123
OKS_14_098	14	130	209	-9	157	194	103	167	126	115	164	123
OKS_14_098	14	154	209	-9	160	203	106	173	130	115	164	123
OKS_14_100	14	130	207	121	157	194	106	167	130	141	161	111
OKS_14_100	14	130	211	133	160	200	109	173	130	147	164	125
OKS_14_101	14	130	209	127	157	203	109	173	130	115	158	109
OKS_14_101	14	130	211	127	163	209	109	173	130	115	161	109
OKS_14_102	14	130	209	133	157	194	106	173	130	137	164	111
OKS_14_102	14	162	211	133	157	194	106	173	130	147	167	123
OKS_14_176	14	122	209	121	157	191	109	167	130	139	167	123
OKS_14_176	14	130	211	133	157	203	109	173	130	139	173	123
OKS_14_177	14	126	209	121	157	191	109	173	122	115	161	109
OKS_14_177	14	130	211	124	163	203	109	173	130	115	161	123
OKS_14_178	14	130	209	121	163	203	109	173	122	129	158	123
OKS_14_178	14	130	211	121	163	203	109	173	130	145	158	125
OKS_14_180	14	130	207	121	157	194	109	167	130	117	158	123
OKS_14_180	14	130	211	133	163	203	109	173	130	127	161	123
OKS_14_196	14	130	209	133	157	203	109	167	122	115	161	109
OKS_14_196	14	134	209	142	157	203	109	173	130	119	164	125
OKS_14_197	14	130	209	121	157	200	109	173	126	115	161	109
OKS_14_197	14	142	211	121	163	203	109	173	130	115	164	109
OKS_14_199	14	130	209	133	157	194	97	173	130	125	161	111
OKS_14_199	14	130	209	133	163	194	121	173	130	127	173	123
OKS_14_201	14	128	207	133	157	191	109	173	126	115	161	111
OKS_14_201	14	142	211	145	163	191	109	173	126	143	164	127
OKS_14_202	14	130	207	121	157	191	109	173	126	109	158	121
OKS_14_202	14	130	209	121	157	194	109	173	130	115	164	129
OKS_14_203	14	120	211	121	157	191	100	173	122	115	158	129
OKS_14_203	14	130	211	133	163	200	109	173	130	115	164	129
OKS_14_204	14	116	207	127	157	191	97	173	122	115	161	119
OKS_14_204	14	130	209	142	157	194	106	173	130	129	164	119
OKS_14_209	14	130	209	121	157	203	106	167	126	145	158	127
OKS_14_209	14	142	211	133	157	203	106	173	130	147	161	129
OKS_14_217	14	120	209	133	157	200	109	173	128	115	158	109
OKS_14_217	14	130	211	142	157	203	109	173	130	125	167	109
OKS_14_220	14	130	207	133	157	203	109	173	126	137	164	111
OKS_14_220	14	130	211	139	157	203	109	173	130	137	164	111
OKS_14_228	14	130	211	133	157	194	109	173	126	125	161	111
OKS_14_228	14	130	211	133	157	203	109	173	130	147	173	125
OKS_14_230	14	122	211	121	157	191	109	173	130	115	158	111
OKS_14_230	14	134	211	133	157	203	109	173	130	115	173	125
OKS_14_231	14	122	209	121	157	194	103	173	126	141	158	109
OKS_14_231	14	134	211	121	157	203	109	173	130	141	164	109
NGO_14_008	15	116	209	121	163	194	106	173	122	115	158	121
NGO_14_008	15	132	211	142	163	200	109	173	122	135	158	123
NGO_14_009	15	116	209	133	157	191	109	167	130	121	161	123
NGO_14_009	15	130	211	133	157	191	109	173	130	127	164	123
NGO_14_013	15	126	209	133	157	194	109	167	126	129	161	125
NGO_14_013	15	142	209	145	157	194	109	173	126	145	164	125
NGO_14_014	15	126	209	121	157	194	109	173	126	115	158	111
NGO_14_014	15	146	211	142	163	200	109	173	130	137	173	125
NGO_14_015	15	120	209	133	157	194	103	167	122	-9	158	111
NGO_14_015	15	128	209	145	157	200	109	173	126	-9	167	123
NGO_14_016	15	130	209	142	157	194	103	167	126	135	158	109
NGO_14_016	15	130	211	145	157	194	106	173	130	141	164	125
NGO_14_023	15	116	211	133	157	191	109	173	122	129	161	123
NGO_14_023	15	130	211	133	157	203	109	173	130	141	161	125
NGO_14_025	15	130	209	121	157	191	106	173	126	127	161	109
NGO_14_025	15	130	209	145	157	194	106	173	130	135	164	123
NGO_14_028	15	116	209	121	157	191	106	173	122	109	158	109
NGO_14_028	15	142	211	133	157	194	106	173	130	115	173	123
NGO_14_030	15	130	211	133	157	194	97	173	122	115	158	109
NGO_14_030	15	142	211	142	157	194	106	173	122	147	158	125
NGO_14_034	15	116	207	124	157	194	109	167	126	115	158	109
NGO_14_034	15	152	209	142	163	203	109	173	126	127	173	123
NGO_14_050	15	130	209	121	157	191	109	173	122	115	158	123
NGO_14_050	15	134	211	133	157	194	109	173	126	115	164	125
NGO_14_057	15	130	209	133	148	191	106	173	122	135	161	125
NGO_14_057	15	142	211	145	157	194	109	173	130	137	164	125
NGO_14_058	15	130	209	121	157	191	109	173	122	127	158	109
NGO_14_058	15	146	209	133	157	191	109	173	126	149	167	123
NGO_14_060	15	116	209	133	157	194	109	173	122	115	158	111
NGO_14_060	15	142	209	142	157	200	109	173	130	135	164	125
NGO_14_061	15	130	211	121	157	194	109	167	122	115	161	109
NGO_14_061	15	130	211	142	163	200	109	173	122	147	164	125
NGO_14_062	15	126	209	121	157	194	109	173	126	127	161	123
NGO_14_062	15	142	209	133	157	203	109	173	126	145	161	123
NGO_14_063	15	130	209	133	157	194	103	167	122	115	164	109
NGO_14_063	15	130	209	142	157	203	109	173	126	135	173	109
NGO_14_065	15	130	207	142	157	191	103	167	122	109	158	109
NGO_14_065	15	142	209	145	157	191	109	173	126	145	161	109
NGO_14_069	15	116	209	133	157	203	109	167	130	127	158	109
NGO_14_069	15	142	211	142	163	203	109	173	130	127	161	111
NGO_14_070	15	128	209	133	157	194	106	173	122	147	158	109
NGO_14_070	15	142	209	142	163	194	106	173	126	149	164	109
NGO_14_072	15	130	207	121	151	194	109	167	122	135	158	109
NGO_14_072	15	132	209	133	157	203	109	173	122	149	164	123
NGO_14_073	15	132	209	121	157	200	103	173	130	127	164	111
NGO_14_073	15	132	209	133	157	203	109	173	130	135	173	123
NGO_14_075	15	130	209	121	154	191	109	173	130	109	158	121
NGO_14_075	15	142	209	142	154	203	109	173	130	141	167	121
NGO_14_076	15	130	207	133	157	194	97	173	122	115	161	123
NGO_14_076	15	142	211	142	163	194	109	173	122	127	164	123
PAW_14_010	16	130	211	133	157	194	109	173	126	125	161	123
PAW_14_010	16	142	211	142	157	194	109	173	130	143	161	125
PAW_14_033	16	142	209	133	157	191	106	167	122	127	158	111
PAW_14_033	16	142	209	142	157	200	106	173	126	145	173	111
PAW_14_054	16	130	211	121	157	194	103	167	126	115	164	123
PAW_14_054	16	142	211	133	157	194	103	173	130	147	173	123
PAW_14_055	16	142	211	142	157	194	106	173	122	115	161	123
PAW_14_055	16	142	211	145	157	200	106	173	126	145	173	125
PAW_14_056	16	140	209	121	157	194	106	173	122	139	158	111
PAW_14_056	16	142	209	127	157	203	106	173	126	147	167	125
PAW_14_078.1	16	130	209	133	157	194	103	173	122	137	167	123
PAW_14_078.1	16	142	209	142	157	200	109	173	130	147	167	123
PAW_14_078	16	130	207	127	157	191	97	173	130	147	158	109
PAW_14_078	16	134	211	127	157	200	97	173	130	147	167	125
PAW_14_082	16	116	209	133	151	194	109	173	130	143	161	111
PAW_14_082	16	142	211	142	157	200	109	173	130	149	164	123
PAW_14_089	16	132	209	121	157	194	103	173	122	137	161	121
PAW_14_089	16	142	211	133	157	194	109	173	130	147	173	121
PAW_14_090	16	130	209	127	163	194	109	173	122	115	173	125
PAW_14_090	16	142	209	133	163	194	109	173	126	147	173	125
PAW_14_091	16	134	209	121	157	191	109	173	122	115	173	123
PAW_14_091	16	142	209	145	157	194	109	173	126	135	173	123
PAW_14_092	16	132	209	121	157	194	109	173	122	115	167	109
PAW_14_092	16	142	211	127	163	194	109	173	126	115	173	109
PAW_14_093	16	132	209	121	157	203	109	173	122	115	173	125
PAW_14_093	16	142	211	145	157	203	109	173	126	127	173	125
LAG_14_001	17	130	207	127	157	194	109	173	130	143	164	109
LAG_14_001	17	142	207	127	157	200	109	173	130	147	167	111
LAG_14_002	17	130	209	127	157	191	109	167	126	115	161	123
LAG_14_002	17	142	211	133	157	194	109	173	130	147	167	131
LAG_14_003	17	142	209	127	157	191	97	173	130	143	158	125
LAG_14_003	17	142	211	127	157	191	106	173	130	147	161	125
LAG_14_004	17	130	211	127	157	194	109	173	130	115	164	109
LAG_14_004	17	130	211	127	157	200	109	173	130	147	164	111
LAG_14_005	17	130	211	127	157	194	109	170	130	115	167	109
LAG_14_005	17	130	211	127	157	194	109	173	130	115	167	123
LAG_14_006	17	130	211	127	157	194	106	167	132	143	161	109
LAG_14_006	17	134	211	133	157	194	109	167	132	143	167	109
LAG_14_007	17	130	209	127	157	194	109	167	130	143	164	109
LAG_14_007	17	142	211	127	157	200	109	173	130	147	167	109
LAG_14_035	17	126	211	127	157	191	97	164	130	115	164	-9
LAG_14_035	17	142	211	127	157	194	97	173	130	147	167	-9
LAG_14_079	17	132	207	127	157	194	109	173	126	115	167	111
LAG_14_079	17	132	211	127	157	194	109	173	130	143	167	111
LAG_14_080	17	130	207	121	157	191	109	173	126	115	161	125
LAG_14_080	17	142	209	142	163	194	109	173	130	127	173	125
LAG_14_081	17	116	209	121	157	194	103	167	122	115	158	123
LAG_14_081	17	142	211	121	163	203	106	173	122	127	167	125
LAG_14_083	17	130	207	127	157	191	103	173	130	143	161	111
LAG_14_083	17	142	211	127	157	194	109	173	130	147	164	123
LAG_14_084	17	142	209	121	157	191	109	173	122	129	158	111
LAG_14_084	17	142	211	142	163	194	109	173	130	135	161	111
LAG_14_085	17	130	211	142	157	194	109	173	130	147	158	123
LAG_14_085	17	142	211	145	157	194	109	173	130	147	161	123
LAG_14_086	17	128	209	121	157	194	106	173	126	115	158	109
LAG_14_086	17	128	209	145	157	203	109	173	130	115	161	109
LAG_14_087	17	130	211	127	157	194	103	173	130	115	161	109
LAG_14_087	17	142	211	127	157	200	109	173	130	115	164	123
LAG_14_088	17	130	209	127	157	191	109	173	126	145	161	109
LAG_14_088	17	132	209	127	157	194	109	173	130	147	164	111
BOL_14_040	18	130	207	121	157	194	109	173	122	127	158	109
BOL_14_040	18	130	209	121	157	203	109	173	130	149	161	109
BOL_14_051	18	142	207	130	157	194	109	173	130	115	158	109
BOL_14_051	18	142	209	133	163	203	109	173	130	147	164	111
BOL_14_052	18	130	207	124	157	194	106	167	122	115	161	109
BOL_14_052	18	142	211	133	157	200	109	173	130	143	164	109
BOL_14_053	18	130	209	130	157	203	109	173	122	115	158	109
BOL_14_053	18	130	209	133	157	203	109	173	126	149	158	125
BOL_14_060	18	126	207	127	157	194	109	173	130	127	158	109
BOL_14_060	18	130	211	133	157	203	109	173	130	135	158	109
BOL_14_064	18	130	207	127	157	200	109	173	126	115	158	109
BOL_14_064	18	130	207	127	157	200	109	173	130	127	164	109
BOL_14_083	18	132	209	127	157	191	97	173	126	115	164	109
BOL_14_083	18	132	211	142	157	194	109	173	130	147	164	111
BOL_14_085	18	130	207	121	157	191	97	173	126	115	161	109
BOL_14_085	18	148	209	142	160	191	97	173	130	127	164	123
BOL_14_086	18	132	209	133	157	194	109	173	122	127	164	109
BOL_14_086	18	152	211	133	157	203	109	173	122	141	167	109
BOL_14_089	18	130	211	133	157	194	109	167	126	127	158	109
BOL_14_089	18	142	211	133	157	200	109	173	130	149	161	109
BOL_14_112	18	120	211	121	157	200	109	173	130	115	158	111
BOL_14_112	18	130	211	127	160	203	109	173	132	127	158	131
BOL_14_113	18	130	209	133	157	191	109	173	126	121	161	109
BOL_14_113	18	130	211	133	157	194	109	173	130	149	164	129
BOL_14_143	18	116	209	133	157	194	97	173	130	115	161	125
BOL_14_143	18	130	211	133	160	194	97	176	130	115	167	125
BOL_14_144	18	130	209	121	157	191	97	173	126	115	161	125
BOL_14_144	18	130	211	121	160	200	106	173	130	115	164	125
BOL_14_148	18	130	209	121	157	191	97	173	126	115	158	109
BOL_14_148	18	142	209	133	157	203	109	173	130	143	161	109
BOL_14_152	18	130	209	127	157	200	103	173	126	115	158	109
BOL_14_152	18	142	211	142	157	203	106	173	130	143	158	109
BOL_14_163	18	130	209	121	163	200	100	173	126	129	158	111
BOL_14_163	18	142	211	127	163	203	109	173	130	143	161	125
BOL_14_165	18	130	209	133	157	191	103	173	122	115	158	111
BOL_14_165	18	144	209	133	157	203	109	173	126	147	164	111
BOL_14_183	18	-9	209	133	157	-9	109	173	130	115	164	111
BOL_14_183	18	-9	211	133	163	-9	109	173	130	115	167	125
BOL_14_185	18	130	209	121	157	194	106	173	130	127	158	111
BOL_14_185	18	134	211	130	157	194	109	173	130	149	164	123
BOL_14_187	18	130	209	127	157	194	97	173	122	115	158	109
BOL_14_187	18	152	211	142	157	194	97	173	126	127	158	109
BOL_14_213	18	130	207	133	157	191	109	173	126	129	158	109
BOL_14_213	18	148	211	133	157	203	109	173	130	143	158	111
BOL_14_214	18	130	211	124	157	191	103	173	130	117	158	111
BOL_14_214	18	152	211	127	157	203	109	173	132	149	161	125
BOL_14_221	18	142	209	133	157	194	97	167	126	127	161	109
BOL_14_221	18	152	211	133	157	200	100	173	132	139	167	129
BOL_14_222	18	134	209	121	157	194	100	167	130	115	158	109
BOL_14_222	18	134	211	133	163	200	109	173	130	115	167	111
KTC_14_001	19	130	207	127	157	203	97	173	122	125	158	109
KTC_14_001	19	152	211	142	163	203	97	173	130	147	164	109
KTC_14_002	19	128	209	121	157	191	97	173	126	127	158	131
KTC_14_002	19	132	209	127	157	200	103	173	130	127	161	131
KTC_14_003	19	130	209	133	157	200	109	173	126	109	164	109
KTC_14_003	19	154	211	133	157	203	109	173	130	145	167	123
KTC_14_005	19	130	209	133	157	194	97	173	122	127	164	109
KTC_14_005	19	130	209	142	163	200	109	173	130	143	164	109
KTC_14_006	19	130	209	142	157	191	106	173	122	115	158	111
KTC_14_006	19	132	211	142	157	191	109	173	130	127	161	123
KTC_14_007	19	130	211	133	157	194	100	173	130	115	158	109
KTC_14_007	19	154	211	133	157	194	109	173	130	119	164	111
KTC_14_008	19	130	209	127	157	194	103	173	130	115	158	111
KTC_14_008	19	130	211	127	163	194	109	173	130	145	158	111
KTC_14_010	19	130	207	121	157	203	109	167	122	125	158	109
KTC_14_010	19	152	211	121	160	203	109	173	130	139	164	109
KTC_14_011	19	132	209	133	157	191	103	173	122	115	164	125
KTC_14_011	19	154	211	133	157	200	103	173	130	115	167	129
KTC_14_012	19	130	209	121	157	191	109	173	130	115	158	109
KTC_14_012	19	130	209	121	157	200	109	173	130	139	161	111
KTC_14_016	19	130	209	127	157	194	103	173	126	143	167	109
KTC_14_016	19	130	211	130	157	203	109	173	130	149	167	125
KTC_14_017	19	148	209	142	157	200	109	173	122	125	158	109
KTC_14_017	19	154	211	142	157	203	109	173	122	147	158	109
KTC_14_018	19	130	209	133	157	191	103	167	126	115	167	111
KTC_14_018	19	144	211	133	163	200	109	173	130	127	167	129
KTC_14_019	19	130	209	133	157	194	109	173	126	125	-9	111
KTC_14_019	19	130	211	133	157	194	109	173	130	127	-9	131
KTC_14_020	19	130	209	121	157	194	109	167	126	115	161	123
KTC_14_020	19	132	211	121	157	194	109	173	130	129	164	125
KTC_14_021	19	130	209	121	157	194	109	173	126	139	158	109
KTC_14_021	19	130	209	127	157	203	109	173	126	147	164	109
KTC_14_022	19	120	207	133	157	194	97	173	122	115	161	111
KTC_14_022	19	130	211	142	163	200	109	173	130	139	167	125
KTC_14_023	19	152	209	133	157	194	103	173	122	115	167	111
KTC_14_023	19	154	211	142	157	203	103	173	130	147	167	131
KTC_14_024	19	150	211	133	160	191	91	167	122	115	161	111
KTC_14_024	19	152	211	142	163	194	103	173	126	145	164	123
KTC_14_0255	19	130	211	121	157	200	109	173	122	115	164	125
KTC_14_0255	19	132	211	133	157	203	109	173	130	145	164	125
TUM_14_078	20	120	209	133	157	194	109	173	130	115	158	109
TUM_14_078	20	130	211	142	163	200	109	173	130	139	161	109
TUM_14_095	20	130	211	121	157	194	103	173	126	115	158	109
TUM_14_095	20	152	211	133	157	194	106	173	130	141	164	125
TUM_14_124	20	152	207	121	157	191	106	173	130	115	164	111
TUM_14_124	20	154	211	121	157	191	109	173	132	115	167	125
TUM_14_127	20	132	209	121	157	191	109	167	126	115	158	125
TUM_14_127	20	152	211	133	157	194	109	173	130	129	161	125
TUM_14_128	20	132	209	121	157	194	109	173	122	127	164	109
TUM_14_128	20	142	209	142	163	200	109	173	130	127	164	109
TUM_14_129	20	130	211	121	157	203	103	173	122	115	-9	111
TUM_14_129	20	154	211	121	157	203	106	173	130	143	-9	125
TUM_14_130	20	152	209	127	157	200	109	173	130	119	158	125
TUM_14_130	20	152	211	133	163	203	109	173	130	143	164	125
TUM_14_131	20	130	209	127	157	194	109	173	130	115	158	123
TUM_14_131	20	152	211	133	157	200	109	173	130	117	164	125
TUM_14_132	20	130	209	127	157	200	97	167	126	129	158	109
TUM_14_132	20	132	209	133	163	203	106	173	130	149	158	109
TUM_14_133	20	128	209	133	157	200	109	173	126	139	158	109
TUM_14_133	20	128	211	133	157	203	109	173	130	143	161	111
TUM_14_135	20	128	209	133	157	194	97	173	130	127	158	129
TUM_14_135	20	128	211	133	157	203	109	173	130	127	161	131
TUM_14_137	20	128	211	121	157	191	106	173	122	147	158	109
TUM_14_137	20	128	211	142	157	194	106	173	130	149	161	129
TUM_14_139	20	128	209	133	157	203	106	173	122	147	158	107
TUM_14_139	20	128	211	133	160	203	109	173	122	149	167	123
TUM_14_169	20	128	207	133	157	194	103	173	130	115	161	109
TUM_14_169	20	128	211	133	157	200	106	173	130	117	164	125
TUM_14_170	20	128	209	121	157	191	100	173	130	115	164	111
TUM_14_170	20	128	209	133	157	203	106	173	130	143	164	111
TUM_14_171	20	128	209	121	157	191	103	167	130	127	158	109
TUM_14_171	20	128	211	142	157	203	109	173	130	143	164	125
TUM_14_203	20	128	209	121	157	203	103	167	130	115	161	109
TUM_14_203	20	128	209	133	157	203	109	173	130	115	167	109
TUM_14_204	20	128	209	133	157	191	109	167	126	115	161	109
TUM_14_204	20	128	211	133	157	194	109	173	130	115	161	109
TUM_14_205	20	128	207	121	157	200	109	173	130	115	158	109
TUM_14_205	20	128	211	127	157	203	109	173	130	115	164	109
TUM_14_212	20	128	211	121	157	203	103	173	130	115	158	111
TUM_14_212	20	128	211	127	157	203	109	173	130	115	167	125
KT11e001	21	128	207	-9	157	-9	106	173	126	115	161	111
KT11e001	21	128	209	-9	157	-9	109	173	130	145	161	123
KT11e002	21	128	209	130	157	194	103	173	130	115	164	125
KT11e002	21	128	211	133	157	200	109	173	130	115	167	125
KT11e003	21	128	207	142	157	191	109	167	122	115	158	111
KT11e003	21	128	209	145	157	194	109	173	130	145	158	111
KT11e004	21	128	211	-9	157	191	91	167	122	115	158	111
KT11e004	21	128	211	-9	157	203	109	173	130	147	167	125
KT11e005	21	128	207	-9	157	-9	103	173	-9	-9	158	109
KT11e005	21	128	209	-9	157	-9	106	173	-9	-9	164	111
KT11e006	21	128	209	133	157	-9	103	173	122	129	158	115
KT11e006	21	128	211	142	163	-9	109	173	122	143	161	125
KT11e007	21	128	207	133	157	194	109	173	130	115	158	125
KT11e007	21	128	211	133	157	194	109	173	130	115	158	125
KT11e011	21	128	209	-9	157	194	109	173	130	115	164	109
KT11e011	21	128	209	-9	157	203	112	173	130	143	167	123
KT11e011.1	21	128	-9	-9	157	194	106	167	122	115	158	109
KT11e011.1	21	128	-9	-9	157	194	109	173	122	125	164	125
KT11e013	21	128	207	142	157	194	97	167	130	115	161	111
